id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
23035;question;Sur quoi Tom monte-t-il ?;le manège;la grande roue;le train fantôme;le grand huit;23033;L
23036;question;Que mange Tom ?;une barbe à papa;une glace;une pomme d'amour;des bonbons;23033;L
23037;question;Que gagne Tom ?;un ours en peluche;une poupée;un ballon;une voiture jouet;23033;L
23038;question;Que brillent dans la nuit ?;les lumières;les étoiles seulement;la lune;le soleil;23033;L
23039;question;Que fait Tom sur les autos tamponneuses ?;il rit;il pleure;il a peur;il s'ennuie;23033;L
23040;question;Qu'est-ce que Tom entend ?;de la musique;des cris;le vent;la pluie;23033;L
23041;question;Quand se passe la sortie de Tom ?;le soir;le matin;à midi;à l'aube;23033;L
23042;question;Comment se termine la soirée de Tom ?;c'est une belle soirée;Tom est triste;Tom veut rentrer vite;Tom a perdu son ours;23033;L
23043;question;Avec qui Tom rit-il sur les autos tamponneuses ?;son grand frère;sa mamie;personne;sa maîtresse;23033;L
23044;passage;"Alice prend le train. Elle est avec sa mamie. Elle à une valise rouge. Le train passe des champs verts. Elle voit par la fenêtre. Elle voit des vaches.

Mamie lui donne un goûter. Le contrôleur voit les billets. Elle dort un peu. Le train vient en gare. Elle rit un peu.";;;;;;
23045;question;Avec qui Alice prend-elle le train ?;sa mamie;son papa;sa classe;sa soeur;23044;L
23046;question;De quelle couleur est la valise d'Alice ?;rouge;bleue;verte;noire;23044;L
23047;question;Que traverse le train ?;des champs verts;une forêt sombre;un désert;une ville;23044;L
23048;question;Où Alice regarde-t-elle ?;par la fenêtre;sur son livre;sur son téléphone;vers le sol;23044;L
23049;question;Que voit Alice ?;des vaches;des bateaux;des montagnes de neige;des avions;23044;L
23050;question;Que lui donne mamie ?;un goûter;un jouet;un livre;une glace;23044;L
23051;question;Qui regarde les billets ?;le contrôleur;le chauffeur;la maîtresse;un policier;23044;L
23052;question;Que fait Alice pendant le trajet ?;elle dort un peu;elle chante fort;elle pleure;elle court dans le wagon;23044;L
23053;question;Où arrive le train à la fin ?;en gare;à l'aéroport;au port;à l'école;23044;L
23054;question;Quel objet Alice emporte-t-elle ?;une valise;un gros sac à dos;un panier;une boite;23044;L
23055;passage;"Diego prend l'avion. C'est la première fois. Il tient la main de son papa. L'avion décolle très fort. Il voit les nuages blancs. Une hôtesse donne un jus.

Il mange un petit gâteau. L'avion vole au-dessus de la mer. Il est un peu surpris. L'avion atterrit tout doux. Il rit un peu.";;;;;;
23056;question;Que fait Diego pour la première fois ?;il prend l'avion;il prend le train;il nage;il fait du vélo;23055;L
23057;question;La main de qui Diego tient-il ?;son papa;sa maman;sa mamie;son frère;23055;L
23058;question;Que regarde Diego ?;les nuages blancs;les étoiles;les montagnes;les avions;23055;L
23059;question;Qui apporte un jus ?;une hôtesse;son papa;un steward masque;sa mamie;23055;L
23060;question;Que mange Diego dans l'avion ?;un petit gâteau;une pomme;un sandwich;une glace;23055;L
23061;question;Au-dessus de quoi vole l'avion ?;la mer;la montagne;le désert;la ville;23055;L
23062;question;Comment Diego se sent-il pendant le vol ?;un peu impressionné;très fâche;très ennuyé;malade;23055;L
23063;question;Comment l'avion décolle-t-il ?;très fort;tout doucement;en silence;lentement;23055;L
23064;question;Comment l'avion atterrit-il ?;tout doucement;très fort;en sautant;de travers;23055;L
23065;question;Qui accompagne Diego dans l'avion ?;son papa;sa classe;personne;ses cousins;23055;L
23066;passage;"Ingrid part en croisière. Elle est avec ses parents. Le bateau est grand et blanc. Elle voit la mer bleue. Des dauphins nagent près du bateau.

Le capitaine salue les passagers. Elle dîne dans une grande salle. Le soir, des lumières brillent sur l'eau. Elle dort dans une petite cabine. Elle aime ce voyage.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23067;question;Avec qui Ingrid part-elle en croisière ?;ses parents;sa classe;ses cousins;sa mamie;23066;L
23068;question;De quelle couleur est le bateau ?;blanc;bleu;rouge;gris;23066;L
23069;question;Que regarde Ingrid ?;la mer bleue;sa cabine;la cuisine;le port;23066;L
23070;question;Quels animaux nagent près du bateau ?;des dauphins;des requins;des phoques;des poissons volants;23066;L
23071;question;Qui salue les passagers ?;le capitaine;un serveur;un pêcheur;un marin inconnu;23066;L
23072;question;Où Ingrid dîne-t-elle ?;dans une grande salle;sur le pont;dans sa cabine;au port;23066;L
23073;question;Que font les lumières le soir ?;elles brillent sur l'eau;elles s'éteignent tout de suite;elles restent immobiles;elles disparaissent;23066;L
23074;question;Où Ingrid dort-elle ?;dans une petite cabine;sur le pont;dans une tente;chez sa mamie;23066;L
23075;question;Quel est le moyen de transport de l'histoire ?;un bateau;un avion;un train;une voiture;23066;L
23076;question;Comment Ingrid trouve-t-elle ce voyage ?;elle l'adore;elle le déteste;elle s'ennuie;elle a peur;23066;L
23077;passage;"Marco passe la journée chez ses cousins. Ils jouent au ballon dans le jardin. Sa cousine Livia donne du jus. Ils font une cabane avec des couvertures.

Ils mangent des cookies de la tâta. Il rit avec sa cousine. Le soir, ils voient un film. Il ne veut pas repartir. Il rit un peu.";;;;;;
23078;question;Chez qui Marco passe-t-il la journée ?;ses cousins;ses grands-parents;sa classe;ses voisins;23077;L
23079;question;À quoi jouent-ils dans le jardin ?;au ballon;aux cartes;au foot en salle;aux billes;23077;L
23080;question;Comment s'appelle la cousine de Marco ?;Livia;Sofia;Inès;Zoé;23077;L
23081;question;Que fait Livia ?;elle apporte du jus;elle apporte des gâteaux;elle apporte un ballon;elle apporte des livres;23077;L
23082;question;Avec quoi font-ils une cabane ?;des couvertures;des cartons;des chaises;du bois;23077;L
23083;question;Qui a fait les cookies ?;la tâta;la mamie;Marco;Livia;23077;L
23084;question;Que font-ils le soir ?;ils regardent un film;ils vont se coucher tôt;ils sortent en ville;ils font leurs devoirs;23077;L
23085;question;Comment Marco se sent-il avec sa cousine ?;il rit;il s'ennuie;il est timide;il est fâché;23077;L
23086;question;Que ne veut plus faire Marco ?;repartir;jouer;manger;dormir;23077;L
23087;question;Où se passe cette journée ?;chez les cousins;à l'école;à la plage;à la montagne;23077;L
23088;passage;"Sofia part pique-niquer à la campagne. Elle est avec sa famille. Ils posent une nappe sous un arbre. Elle mange un sandwich au fromage.

Maman coupe une pastèque sucrée. Des vaches broutent dans le pré. Elle court après des papillons. Papa joue de la guitare. Elle s'endort dans l'herbe.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la.";;;;;;
23089;question;Où Sofia pique-nique-t-elle ?;à la campagne;à la plage;en ville;à la montagne;23088;L
23090;question;Avec qui part-elle ?;sa famille;sa classe;ses cousins;ses voisins;23088;L
23091;question;Sur quoi posent-ils la nourriture ?;une nappe;une table en bois;un sac;un banc;23088;L
23092;question;Que mange Sofia ?;un sandwich au fromage;une pizza;une soupe;un gâteau;23088;L
23093;question;Que coupe la maman ?;une pastèque;une pomme;une orange;un melon vert;23088;L
23094;question;Quels animaux broutent dans le pré ?;des vaches;des chevaux;des moutons;des chèvres;23088;L
23095;question;Après quoi Sofia court-elle ?;des papillons;des oiseaux;des lapins;des chats;23088;L
23096;question;De quel instrument joue le papa ?;la guitare;le piano;le tambour;la flûte;23088;L
23097;question;Où Sofia s'endort-elle ?;dans l'herbe;dans la voiture;sur un banc;dans sa chambre;23088;L
23098;question;Sous quoi posent-ils la nappe ?;un arbre;un parasol;une tente;un toit;23088;L
23099;passage;"Elias va à la plage. Il à un cerf-volant rouge et jaune. Le vent souffle très fort. Il court sur le sable.

Le cerf-volant monte très haut. Sa soeur applaudit. Un chien joue près d'eux. Il tient bien la ficelle. Il est très fier de son beau cerf-volant.";;;;;;
23100;question;Où Elias va-t-il jouer ?;à la plage;au parc;à la montagne;dans le jardin;23099;L
23101;question;De quelles couleurs est le cerf-volant ?;rouge et jaune;bleu et blanc;vert et noir;rose et violet;23099;L
23102;question;Comment souffle le vent ?;très fort;très doucement;pas du tout;un peu seulement;23099;L
23103;question;Sur quoi Elias court-il ?;le sable;l'herbe;un chemin;les rochers;23099;L
23104;question;Où monte le cerf-volant ?;très haut;juste au-dessus du sol;dans un arbre;sur le toit;23099;L
23105;question;Qui applaudit Elias ?;sa soeur;son papa;sa mamie;sa maîtresse;23099;L
23106;question;Quel animal joue près d'eux ?;un chien;un chat;un oiseau;un crabe;23099;L
23107;question;Que tient bien Elias ?;la ficelle;un seau;une pelle;un ballon;23099;L
23108;question;Comment se sent Elias à la fin ?;fier;triste;fatigué;en colère;23099;L
23109;question;Où se passe cette histoire ?;à la plage;au parc;en montagne;à la ferme;23099;L
23110;passage;"Greta va en forêt. Elle est avec son papi. Ils cueillent des champignons. Elle porte un petit panier. Papi montre les bons champignons.

Elle trouve un gros cèpe. Un oiseau chante au-dessus d'eux. Elle ramasse des châtaignes. Le panier devient lourd. Elle est fière.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la.";;;;;;
23111;question;Où Greta va-t-elle avec son papi ?;en forêt;à la plage;au marche;au jardin;23110;L
23112;question;Que cueillent-ils ?;des champignons;des fraises;des fleurs;des pommes;23110;L
23113;question;Que porte Greta ?;un panier;un sac à dos;une boite;un seau;23110;L
23114;question;Que lui montre papi ?;les bons champignons;planter des arbres;faire du feu;pécher;23110;L
23115;question;Que trouve Greta ?;un gros cèpe;des fleurs;un nid d'oiseau;un caillou;23110;L
23116;question;Qu'est-ce qui chante au-dessus d'eux ?;un oiseau;un grillon;le vent;personne;23110;L
23117;question;Que ramasse aussi Greta ?;des châtaignes;des noisettes;des glands;des pommes de pin;23110;L
23118;question;Comment devient le panier ?;lourd;léger;tout mouillé;casse;23110;L
23119;question;Avec qui Greta part-elle cueillir ?;son papi;sa mamie;sa classe;sa soeur;23110;L
23120;question;Comment Greta se sent-elle à la fin ?;fière;déçue;fatiguée et triste;en colère;23110;L
23121;passage;"Oskar se réveille. Il voit la neige blanche. Il met vite ses bottes. Il met aussi son bonnet. Dehors, Il fait des boules de neige. Il joue avec son frère.

Ils glissent sur une petite pente. Un merle rouge se pose sur une branche. Il a froid aux mains. Maman prépare un chocolat chaud. Il est très content. Il rit un peu.";;;;;;
23122;question;Que voit Oskar en se réveillant ?;la neige blanche;la pluie;le soleil;le brouillard;23121;L
23123;question;Que met Oskar avant de sortir ?;ses bottes et son bonnet;son maillot de bain;ses sandales;sa casquette;23121;L
23124;question;Avec qui Oskar joue-t-il dehors ?;son frère;sa mamie;sa classe;son chien;23121;L
23125;question;Que font-ils avec la neige ?;des boules de neige;un château de sable;un cerf-volant;un feu;23121;L
23126;question;Sur quoi glissent-ils ?;une petite pente;un lac gelé;un toboggan;un tapis;23121;L
23127;question;Quel oiseau se pose sur une branche ?;un merle rouge;un pigeon;une mésange bleue;un corbeau;23121;L
23128;question;Où Oskar a-t-il froid ?;aux mains;aux pieds;au nez;au dos;23121;L
23129;question;Que prépare la maman d'Oskar ?;un chocolat chaud;une soupe;un thé;un jus d'orange;23121;L
23130;question;Comment est Oskar à la fin ?;très content;très triste;fâche;malade;23121;L
23131;question;De quelle couleur est la neige ?;blanche;grise;bleue;jaune;23121;L
23132;passage;"Chiara fête son anniversaire. C'est à la maison. Maman a fait un gâteau au chocolat. Elle souffle huit bougies.

Ses amis offrent des cadeaux. Ils jouent à caché-cache dans le jardin. Elle ouvre un joli livre. Tout le monde chante et danse. Elle passe une belle journée.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la.";;;;;;
23133;question;Où Chiara fête-t-elle son anniversaire ?;à la maison;au restaurant;à l'école;au parc;23132;L
23134;question;Quel gâteau a fait la maman ?;un gâteau au chocolat;un gâteau aux fraises;une tarte aux pommes;des cookies;23132;L
23135;question;Combien de bougies Chiara souffle-t-elle ?;huit;six;dix;sept;23132;L
23136;question;Que lui offrent ses amis ?;des cadeaux;des fleurs;des bonbons;de l'argent;23132;L
23137;question;À quoi jouent-ils dans le jardin ?;à caché-cache;au ballon;aux billes;à la corde à sauter;23132;L
23138;question;Quel cadeau Chiara ouvre-t-elle ?;un joli livre;une poupée;un vélo;un puzzle;23132;L
23139;question;Que fait tout le monde ?;chanter et danser;regarder un film;dormir;partir très vite;23132;L
23140;question;Comment Chiara trouve-t-elle sa journée ?;belle;ennuyeuse;trop courte et triste;fatigante;23132;L
23141;question;Qui a fait le gâteau ?;la maman de Chiara;Chiara elle-même;sa mamie;le boulanger;23132;L
23142;question;Quel événement fête Chiara ?;son anniversaire;la rentrée;Noël;une fête d'école;23132;L
23143;passage;"Liam va à la bibliothèque. C'est le mercredi. Il est avec sa maman. Il cherche un livre sur les dinosaures. La bibliothécaire l'aide. Il s'installe dans un grand fauteuil.

Il lit une histoire de dragons. Un garçon lit à côté de lui. Il prend trois livres. Il a hâte de les lire. Il rit un peu.";;;;;;
23144;question;Quel jour Liam va-t-il à la bibliothèque ?;le mercredi;le lundi;le samedi;le dimanche;23143;L
23145;question;Avec qui y va-t-il ?;sa maman;son papa;sa classe;sa mamie;23143;L
23146;question;Que cherche Liam ?;un livre sur les dinosaures;un jeu vidéo;un cahier;un jouet;23143;L
23147;question;Qui l'aide à trouver un livre ?;la bibliothécaire;sa maman;son ami;la maîtresse;23143;L
23148;question;Où Liam s'installe-t-il ?;un grand fauteuil;une chaise en bois;le sol;une table haute;23143;L
23149;question;Quelle histoire Liam lit-il ?;une histoire de dragons;une histoire de princesses;une histoire de pirates;une histoire de robots;23143;L
23150;question;Qui lit à côté de Liam ?;un garçon;sa maman;la bibliothécaire;personne;23143;L
23151;question;Combien de livres Liam prend-il ?;trois;deux;quatre;un;23143;L
23152;question;Qu'a hâte de faire Liam ?;lire les livres;retourner à l'école;rendre les livres;dormir;23143;L
23153;question;Où se passe cette histoire ?;à la bibliothèque;à l'école;à la maison;au musée;23143;L
23154;passage;"Amelia va à la piscine. C'est le samedi. Elle est avec son papa. Elle met son maillot rose. Elle saute dans le grand bassin.

Elle apprend à nager. Papa la voit et sourit. Elle glisse sur le toboggan bleu. Elle mange une glace après. Elle est fatiguée et heureuse.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la.";;;;;;
23155;question;Quel jour Amelia va-t-elle à la piscine ?;le samedi;le mardi;le dimanche;le vendredi;23154;L
23156;question;Avec qui y va-t-elle ?;son papa;sa maman;sa classe;sa mamie;23154;L
23157;question;De quelle couleur est son maillot ?;rose;bleu;vert;jaune;23154;L
23158;question;Où Amelia saute-t-elle ?;le grand bassin;le petit bassin;la mer;une rivière;23154;L
23159;question;Qu'apprend Amelia ?;à nager;à plonger très profond;à sauter du plongeoir;à flotter seulement;23154;L
23160;question;Qui regarde et sourit ?;papa;le maître nageur;sa soeur;personne;23154;L
23161;question;De quelle couleur est le toboggan ?;bleu;rouge;jaune;vert;23154;L
23162;question;Que mange Amelia après la piscine ?;une glace;un gâteau;un fruit;un sandwich;23154;L
23163;question;Comment Amelia se sent-elle à la fin ?;fatiguée et heureuse;triste;malade;en colère;23154;L
23164;question;Que fait Amelia dans le grand bassin ?;elle apprend à nager;elle lit un livre;elle dort;elle mange;23154;L
23165;passage;"Mateo fait une balade à vélo. Il est avec sa maman. Il met un casque bleu. Ils roulent le long de la rivière. Il voit des canards. Il s'arrête pour boire de l'eau.

Une côte fatigue Il. Maman l'aide à continuer. Il vient en haut. Il est très fier. Il rit un peu.";;;;;;
23166;question;Avec qui Mateo fait-il du vélo ?;sa maman;son papa;sa classe;son frère;23165;L
23167;question;Que porte Mateo sur la tête ?;un casque bleu;une casquette;un bonnet;rien du tout;23165;L
23168;question;Le long de quoi roulent-ils ?;la rivière;la route principale;la forêt;la plage;23165;L
23169;question;Quels animaux Mateo voit-il ?;des canards;des poissons;des cygnes;des grenouilles;23165;L
23170;question;Pourquoi Mateo s'arrête-t-il ?;pour boire de l'eau;pour manger;pour dormir;car son vélo est cassé;23165;L
23171;question;Qu'est-ce qui fatigue Mateo ?;une côte;le vent;la chaleur;la pluie;23165;L
23172;question;Qui encourage Mateo ?;sa maman;son papa;sa mamie;un ami;23165;L
23173;question;Comment Mateo se sent-il en haut ?;fier;triste;en colère;malade;23165;L
23174;question;De quelle couleur est le casque de Mateo ?;bleu;rouge;vert;noir;23165;L
23175;question;Que fait Mateo tout au long de la balade ?;il roule à vélo;il marche;il nage;il court;23165;L
23176;passage;"Freya trouve une cabane dans les bois. Elle est avec ses amis. La cabane est faite de branches. Elle entre par une petite porte.

Il y a une table en bois. Ses amis donnent des coussins. Un écureuil voit de loin. Elle orne la cabane. Elle aime cet endroit secret.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23177;question;Où Freya trouve-t-elle une cabane ?;dans les bois;dans son jardin;à l'école;à la plage;23176;L
23178;question;Avec qui la trouve-t-elle ?;ses amis;sa famille;sa classe;personne;23176;L
23179;question;En quoi est faite la cabane ?;des branches;du carton;des pierres;du métal;23176;L
23180;question;Par où Freya entre-t-elle ?;une petite porte;une grande fenêtre;le toit;un tunnel;23176;L
23181;question;Qu'y à-t-il à l'intérieur ?;une table en bois;un lit;une cuisine;rien du tout;23176;L
23182;question;Que apportent les amis de Freya ?;des coussins;des couvertures;des lampes;des livres;23176;L
23183;question;Quel animal regarde de loin ?;un écureuil;un oiseau;un renard;un lapin;23176;L
23184;question;Que décide de faire Freya ?;décorer la cabane;détruire la cabane;vendre la cabane;cacher la cabane;23176;L
23185;question;Comment Freya trouve-t-elle cet endroit ?;elle adore cet endroit;elle a peur de cet endroit;elle s'ennuie;elle est déçue;23176;L
23186;question;Pour s'asseoir, que faut-il apporter ?;des coussins;des chaises;des tapis;des bancs;23176;L
23187;passage;"Antoine promène son chien Rex. Ils sont dans le parc. Rex voit un chat. Il se met à courir. Il court derrière lui. Rex disparaît.

Il cherche partout. Il appelle Rex très fort. Une dame trouve Rex. Elle ramène Rex à Il. Il serre son chien très fort. Il attache mieux la laisse. Il rit un peu.";;;;;;
23188;question;Comment s'appelle le chien d'Antoine ?;Rex;Milo;Max;Fido;23187;L
23189;question;Où Antoine promène-t-il son chien ?;dans le parc;à la plage;en forêt;dans la rue;23187;L
23190;question;Que voit Rex ?;un chat;un os;un autre chien;un oiseau;23187;L
23191;question;Que fait Antoine quand Rex disparaît ?;il cherche et appelle;il rentre chez lui;il pleure sans bouger;il va manger;23187;L
23192;question;Qui trouve Rex ?;une dame;un policier;un autre enfant;personne;23187;L
23193;question;Où trouve-t-on Rex ?;près d'une fontaine;sous un arbre;près du toboggan;dans une poubelle;23187;L
23194;question;Que fait Antoine quand il retrouve Rex ?;il le serre dans ses bras;il le gronde;il repart sans le voir;il pleure de peur;23187;L
23195;question;Que fait Antoine différemment à la fin ?;il attache mieux la laisse;il ne promène plus Rex;il achète un autre chien;il reste à la maison;23187;L
23196;question;Où se passe cette histoire ?;dans un parc;à l'école;chez Antoine;au supermarché;23187;L
23197;question;Quel animal Rex voit-il d'abord ?;un chat;un chien;un oiseau;un écureuil;23187;L
23198;passage;"Zoé fait sa rentrée des classes. Elle porte un nouveau cartable violet. Elle retrouve ses copains dans la cour. Sa maîtresse s'appelle madame Dubois.

Elle découvre sa nouvelle classe. Elle range ses crayons. A la récréation, Elle saute à la corde. Elle est contente de sa journée.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien. Elle est bien la. C'est un beau jour.";;;;;;
23199;question;Quel jour se passe l'histoire ?;le jour de la rentrée;un jour de vacances;un dimanche;un jour de neige;23198;L
23200;question;Que porte Zoé ?;un nouveau cartable violet;un sac à dos rouge;une valise;un panier;23198;L
23201;question;Où Zoé retrouve-t-elle ses copains ?;dans la cour;dans le bus;à la cantine;chez elle;23198;L
23202;question;Comment s'appelle la maîtresse ?;madame Dubois;madame Petit;madame Roy;madame Simon;23198;L
23203;question;Que découvre Zoé ?;sa nouvelle classe;une nouvelle école;un nouveau jeu;un nouveau livre;23198;L
23204;question;Que range Zoé ?;ses crayons;son cartable;ses livres;ses vêtements;23198;L
23205;question;À quoi Zoé joue-t-elle à la récréation ?;à la corde à sauter;au ballon;aux billes;à caché-cache;23198;L
23206;question;Comment Zoé se sent-elle à la fin de la journée ?;contente;triste;fatiguée et fâchée;malade;23198;L
23207;question;De quelle couleur est le cartable de Zoé ?;violet;rose;bleu;vert;23198;L
23208;question;Quel événement vit Zoé aujourd'hui ?;la rentrée des classes;son anniversaire;un examen;une sortie scolaire;23198;L
23209;passage;"Noah présente son expérience. C'est l'exposition de sciences. Il a fait un petit volcan en carton. Il verse du vinaigre.

Une mousse orange sort du volcan. Les autres élèves sont contents. La maîtresse dit bravo à Il. Il reçoit un diplôme. Il est très fier.

Il rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23210;question;Que présente Noah ?;son expérience;un dessin;un poème;une chanson;23209;L
23211;question;Qu'a fait Noah ?;un petit volcan en carton;une fusée;un robot;un pont;23209;L
23212;question;Que verse Noah ?;du vinaigre;de l'eau;du sirop;du savon;23209;L
23213;question;Que sort du volcan ?;une mousse orange;de la fumée noire;de l'eau claire;rien du tout;23209;L
23214;question;Que font les autres élèves ?;ils applaudissent;ils rient de lui;ils s'ennuient;ils partent;23209;L
23215;question;Qui félicite Noah ?;la maîtresse;le directeur;sa maman;un journaliste;23209;L
23216;question;Que reçoit Noah ?;un diplôme;une médaille;un livre;un jouet;23209;L
23217;question;Comment Noah se sent-il à la fin ?;très fier;déçu;gêne;en colère;23209;L
23218;question;Où se passe cette histoire ?;à l'exposition de sciences;à la piscine;au musée;à la ferme;23209;L
23219;question;Quelle matière concerne cette expérience ?;les sciences;le sport;la musique;le dessin;23209;L
23220;passage;"Camille fait des crêpes. Elle est avec sa grand-mère. Elles mélangent farine, oeufs et lait. Elle verse la pâte dans la poêle. Grand-mère retourne la crêpe.

Elle ajoute du sucre. Elle ajoute aussi de la confiture. Elles gouttent les crêpes à table. Elle se salit de farine. Elle aime cuisiner avec sa grand-mère.

Elle rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23221;question;Que cuisine Camille ?;des crêpes;un gâteau;une tarte;des cookies;23220;L
23222;question;Avec qui cuisine-t-elle ?;sa grand-mère;sa maman;sa tâta;sa soeur;23220;L
23223;question;Que mélangent-elles ?;farine, oeufs et lait;farine et sucre seulement;oeufs et beurre;lait et chocolat;23220;L
23224;question;Où Camille verse-t-elle la pâte ?;dans la poêle;dans un bol;dans le four;dans une casserole;23220;L
23225;question;Qui retourne la crêpe ?;sa grand-mère;Camille;personne;son papa;23220;L
23226;question;Que Camille ajoute-t-elle ?;du sucre et de la confiture;du miel seulement;du fromage;de la crème;23220;L
23227;question;Où gouttent-elles les crêpes ?;à table;dans la cuisine debout;dans le jardin;dans la voiture;23220;L
23228;question;De quoi Camille se salit-elle ?;de farine;de chocolat;de confiture;d'eau;23220;L
23229;question;Comment Camille trouve-t-elle cette activité ?;elle adore cuisiner;elle déteste ça;elle s'ennuie;elle a peur;23220;L
23230;question;Que préparent-elles ensemble ?;des crêpes;un ragoût;une salade;une soupe;23220;L
23231;passage;"Bruno aide son papi. Ils jardinent dans le potager. Ils plantent des graines de tomates. Il arrose la terre. Il à un petit arrosoir vert.

Un ver de terre sort du sol. Papi montre les mauvaises herbes. Une coccinelle se pose sur une feuille. Il attend de voir pousser les tomates. Il aime jardiner avec papi.

Il rit un peu. Il fait beau. Le jour est doux. Tout va bien.";;;;;;
23232;question;Où Bruno aide-t-il son papi ?;dans le potager;dans la cuisine;au garage;au marche;23231;L
23233;question;Que plantent-ils ?;des graines de tomates;des fleurs;des pommes de terre;des carottes;23231;L
23234;question;Avec quoi Bruno arrose-t-il la terre ?;un arrosoir vert;un seau;une bouteille;un tuyau;23231;L
23235;question;Qu'est-ce qui sort du sol ?;un ver de terre;une souris;un serpent;une grenouille;23231;L
