id;text;correct_answer;choice_2;choice_3;choice_4
42039;Quel nombre vient après ? 51, 59, 54, 62, 57, …;65;66;64;57
42040;Quel nombre vient après ? 9, 14, 5, 10, 1, …;6;7;5;1
42041;Quel nombre vient après ? 16, 22, 27, 33, 38, …;44;45;43;38
42042;Quel nombre vient après ? 56, 67, 70, 81, 84, …;95;96;94;84
42043;Quel nombre vient après ? 56, 63, 52, 59, 48, …;55;56;54;48
42044;Quel nombre vient après ? 35, 37, 42, 44, 49, …;51;52;50;49
42045;Quel nombre vient après ? 31, 43, 34, 46, 37, …;49;50;48;37
42046;Quel nombre vient après ? 52, 60, 58, 66, 64, …;72;73;71;64
42047;Quel nombre vient après ? 32, 44, 41, 53, 50, …;62;63;61;50
42048;Quel nombre vient après ? 67, 70, 66, 69, 65, …;68;69;67;65
42049;Quel nombre vient après ? 63, 65, 59, 61, 55, …;57;58;56;55
42050;Quel nombre vient après ? 10, 13, 28, 31, 46, …;49;50;48;46
42051;Quel nombre vient après ? 51, 66, 51, 66, 51, …;66;67;65;51
42052;Quel nombre vient après ? 28, 35, 25, 32, 22, …;29;30;28;22
42053;Quel nombre vient après ? 0, 4, 7, 11, 14, …;18;19;17;14
42054;Quel nombre vient après ? 68, 74, 79, 85, 90, …;96;97;95;90
42055;Quel nombre vient après ? 21, 33, 37, 49, 53, …;65;66;64;53
42056;Quel nombre vient après ? 9, 13, 22, 26, 35, …;39;40;38;35
42057;Quel nombre vient après ? 68, 70, 68, 70, 68, …;70;71;69;68
42058;Quel nombre vient après ? 51, 60, 59, 68, 67, …;76;77;75;67
42059;Quel nombre vient après ? 79, 82, 87, 90, 95, …;98;99;97;95
42060;Quel nombre vient après ? 69, 81, 79, 91, 89, …;101;102;100;89
42061;Quel nombre vient après ? 79, 89, 74, 84, 69, …;79;80;78;69
42062;Quel nombre vient après ? 4, 18, 23, 37, 42, …;56;57;55;42
42063;Quel nombre vient après ? 24, 37, 41, 54, 58, …;71;72;70;58
42064;Quel nombre vient après ? 54, 63, 65, 74, 76, …;85;86;84;76
42065;Quel nombre vient après ? 47, 59, 54, 66, 61, …;73;74;72;61
42066;Quel nombre vient après ? 19, 23, 13, 17, 7, …;11;12;10;7
42067;Quel nombre vient après ? 20, 25, 20, 25, 20, …;25;26;24;20
42068;Quel nombre vient après ? 22, 33, 30, 41, 38, …;49;50;48;38
42069;Quel nombre vient après ? 60, 65, 57, 62, 54, …;59;60;58;54
42070;Quel nombre vient après ? 208, 104, 52, 26, …;13;14;12;0
42071;Quel nombre vient après ? 192, 96, 48, 24, …;12;13;11;0
42072;Quel nombre vient après ? 128, 64, 32, 16, …;8;9;7;0
42073;Quel nombre vient après ? 160, 80, 40, 20, …;10;11;9;0
42074;Quel nombre vient après ? 9, 18, 36, 72, …;144;145;143;108
42075;Quel nombre vient après ? 16, 32, 64, 128, …;256;257;255;192
42076;Quel nombre vient après ? 12, 24, 48, 96, …;192;193;191;144
42077;Quel nombre vient après ? 14, 28, 56, 112, …;224;225;223;168
42078;Quel nombre vient après ? 80, 40, 20, 10, …;5;6;4;0
42079;Quel nombre vient après ? 8, 16, 32, 64, …;128;129;127;96
42080;Quel nombre vient après ? 16, 8, 4, 2, …;1;2;0;4
42081;Quel nombre vient après ? 7, 14, 28, 56, …;112;113;111;84
42082;Quel nombre vient après ? 176, 88, 44, 22, …;11;12;10;0
42083;Quel nombre vient après ? 10, 20, 40, 80, …;160;161;159;120
42084;Quel nombre vient après ? 224, 112, 56, 28, …;14;15;13;0
42085;Quel nombre vient après ? 15, 30, 60, 120, …;240;241;239;180
42086;Quel nombre vient après ? 17, 34, 68, 136, …;272;273;271;204
42087;Quel nombre vient après ? 1, 2, 4, 8, …;16;17;15;12
42088;Quel nombre vient après ? 18, 36, 72, 144, …;288;289;287;216
42089;Quel nombre vient après ? 4, 8, 16, 32, …;64;65;63;48
42090;Quel nombre vient après ? 20, 40, 80, 160, …;320;321;319;240
42091;Quel nombre vient après ? 144, 72, 36, 18, …;9;10;8;0
42092;Quel nombre vient après ? 13, 26, 52, 104, …;208;209;207;156
42093;Quel nombre vient après ? 240, 120, 60, 30, …;15;16;14;0
42094;Quel nombre vient après ? 3, 6, 12, 24, …;48;49;47;36
42095;Quel nombre vient après ? 11, 22, 44, 88, …;176;177;175;132
42096;Quel nombre vient après ? 48, 24, 12, 6, …;3;4;2;0
42097;Quel nombre vient après ? 19, 38, 76, 152, …;304;305;303;228
42098;Quel nombre vient après ? 112, 56, 28, 14, …;7;8;6;0
42099;Quel nombre vient après ? 64, 32, 16, 8, …;4;5;3;0
42100;Le poisson nage. Le kangourou…;bondit;nage;grimpe;rampe
42101;La grenouille saute. La chèvre…;grimpe;saute;glisse;bondit
42102;L'oiseau vole. La grenouille…;saute;vole;galope;glisse
42103;La chèvre grimpe. L'escargot…;glisse;grimpe;bondit;nage
42104;La grenouille saute. L'oiseau…;vole;saute;bondit;glisse
42105;La chèvre grimpe. Le kangourou…;bondit;grimpe;saute;vole
42106;L'oiseau vole. Le cheval…;galope;vole;grimpe;bondit
42107;Le kangourou bondit. L'oiseau…;vole;bondit;grimpe;glisse
42108;La chèvre grimpe. Le serpent…;rampe;grimpe;glisse;bondit
42109;Le kangourou bondit. L'escargot…;glisse;bondit;rampe;saute
42110;Le cheval galope. L'oiseau…;vole;galope;rampe;glisse
42111;Le cheval galope. Le kangourou…;bondit;galope;vole;grimpe
42112;Le poisson nage. Le serpent…;rampe;nage;grimpe;bondit
42113;Le cheval galope. Le serpent…;rampe;galope;grimpe;nage
42114;Le serpent rampe. Le cheval…;galope;rampe;grimpe;vole
42115;L'escargot glisse. Le serpent…;rampe;glisse;nage;saute
42116;L'oiseau vole. Le kangourou…;bondit;vole;grimpe;galope
42117;Le kangourou bondit. Le serpent…;rampe;bondit;galope;saute
42118;La chèvre grimpe. La grenouille…;saute;grimpe;rampe;bondit
42119;Le poisson nage. Le cheval…;galope;nage;glisse;bondit
42120;Le kangourou bondit. La chèvre…;grimpe;bondit;nage;rampe
42121;L'oiseau vole. La chèvre…;grimpe;vole;rampe;nage
42122;L'escargot glisse. Le poisson…;nage;glisse;saute;vole
42123;Le cheval galope. Le poisson…;nage;galope;saute;grimpe
42124;La grenouille saute. Le kangourou…;bondit;saute;vole;glisse
42125;Le cheval galope. La chèvre…;grimpe;galope;saute;nage
42126;Le poisson nage. L'oiseau…;vole;nage;glisse;rampe
42127;L'escargot glisse. L'oiseau…;vole;glisse;rampe;bondit
42128;Le cheval galope. La grenouille…;saute;galope;grimpe;rampe
42129;L'escargot glisse. La chèvre…;grimpe;glisse;nage;rampe
42130;La taupe vit sous terre. L'oiseau…;vit dans un nid;vit sous terre;vit dans une toile;vit dans un bocal
42131;Le lapin vit dans un terrier. L'araignée…;vit dans une toile;vit dans un terrier;vit dans une tanière;vit dans un nid
42132;La taupe vit sous terre. Le lapin…;vit dans un terrier;vit sous terre;vit dans une tanière;vit dans une toile
42133;L'abeille vit dans une ruche. Le lapin…;vit dans un terrier;vit dans une ruche;vit dans une toile;vit dans une tanière
42134;Le poisson rouge vit dans un bocal. L'oiseau…;vit dans un nid;vit dans un bocal;vit dans un terrier;vit dans une tanière
42135;L'abeille vit dans une ruche. L'araignée…;vit dans une toile;vit dans une ruche;vit dans l'eau;vit dans une tanière
42136;L'oiseau vit dans un nid. La taupe…;vit sous terre;vit dans un nid;vit dans un terrier;vit dans une ruche
42137;L'araignée vit dans une toile. L'ours…;vit dans une tanière;vit dans une toile;vit dans l'eau;vit dans une ruche
42138;L'araignée vit dans une toile. Le poisson rouge…;vit dans un bocal;vit dans une toile;vit dans un nid;vit dans l'eau
42139;Le poisson rouge vit dans un bocal. Le poisson…;vit dans l'eau;vit dans un bocal;vit dans un terrier;vit dans une ruche
42140;L'araignée vit dans une toile. L'abeille…;vit dans une ruche;vit dans une toile;vit dans un bocal;vit dans l'eau
42141;Le poisson rouge vit dans un bocal. L'abeille…;vit dans une ruche;vit dans un bocal;vit dans un nid;vit sous terre
42142;Le poisson vit dans l'eau. Le poisson rouge…;vit dans un bocal;vit dans l'eau;vit dans une tanière;vit dans un nid
42143;Le poisson vit dans l'eau. La taupe…;vit sous terre;vit dans l'eau;vit dans un terrier;vit dans un nid
42144;L'ours vit dans une tanière. La taupe…;vit sous terre;vit dans une tanière;vit dans un bocal;vit dans un terrier
42145;L'araignée vit dans une toile. La taupe…;vit sous terre;vit dans une toile;vit dans une tanière;vit dans un nid
42146;L'oiseau vit dans un nid. Le lapin…;vit dans un terrier;vit dans un nid;vit dans l'eau;vit dans un bocal
42147;L'abeille vit dans une ruche. L'oiseau…;vit dans un nid;vit dans une ruche;vit dans une toile;vit dans l'eau
42148;Le lapin vit dans un terrier. La taupe…;vit sous terre;vit dans un terrier;vit dans un bocal;vit dans une toile
42149;L'oiseau vit dans un nid. L'ours…;vit dans une tanière;vit dans un nid;vit dans un bocal;vit dans un terrier
42150;Le poisson rouge vit dans un bocal. L'araignée…;vit dans une toile;vit dans un bocal;vit dans un terrier;vit dans l'eau
42151;L'araignée vit dans une toile. L'oiseau…;vit dans un nid;vit dans une toile;vit sous terre;vit dans l'eau
42152;La taupe vit sous terre. L'ours…;vit dans une tanière;vit sous terre;vit dans un terrier;vit dans une toile
42153;L'ours vit dans une tanière. Le poisson rouge…;vit dans un bocal;vit dans une tanière;vit dans un terrier;vit dans une ruche
42154;Le lapin vit dans un terrier. L'ours…;vit dans une tanière;vit dans un terrier;vit dans une toile;vit dans l'eau
42155;Le poisson vit dans l'eau. L'araignée…;vit dans une toile;vit dans l'eau;vit dans un bocal;vit sous terre
42156;Le lapin vit dans un terrier. Le poisson rouge…;vit dans un bocal;vit dans un terrier;vit dans une toile;vit dans une tanière
42157;L'oiseau vit dans un nid. L'araignée…;vit dans une toile;vit dans un nid;vit dans un bocal;vit dans l'eau
42158;L'ours vit dans une tanière. Le lapin…;vit dans un terrier;vit dans une tanière;vit dans un nid;vit sous terre
42159;Le lapin vit dans un terrier. L'abeille…;vit dans une ruche;vit dans un terrier;vit sous terre;vit dans un bocal
42160;Toutes les fraises sont des fruits. Zoé a rencontré une fraise. C'est donc…;un fruit;un instrument de musique;un légume;un animal
42161;Toutes les tomates sont des légumes. Léa a rencontré une tomate. C'est donc…;un légume;un animal;un véhicule;un instrument de musique
42162;Toutes les courgettes sont des légumes. Emma a rencontré une courgette. C'est donc…;un légume;une fleur;un véhicule;un animal
42163;Toutes les carottes sont des légumes. Enzo a rencontré une carotte. C'est donc…;un légume;un véhicule;une fleur;un instrument de musique
42164;Tous les lapins sont des animaux. Zoé a rencontré un lapin. C'est donc…;un animal;un instrument de musique;un véhicule;un fruit
42165;Tous les chiens sont des animaux. Léna a rencontré un chien. C'est donc…;un animal;un légume;une fleur;un instrument de musique
42166;Tous les poissons sont des animaux. Lina a rencontré un poisson. C'est donc…;un animal;un fruit;un légume;un véhicule
42167;Tous les bus sont des véhicules. Adam a rencontré un bus. C'est donc…;un véhicule;un légume;un animal;une fleur
42168;Tous les oiseaux sont des animaux. Jade a rencontré un oiseau. C'est donc…;un animal;un fruit;un instrument de musique;une fleur
42169;Toutes les pommes sont des fruits. Alice a rencontré une pomme. C'est donc…;un fruit;un véhicule;une fleur;un instrument de musique
42170;Toutes les oranges sont des fruits. Camille a rencontré une orange. C'est donc…;un fruit;un instrument de musique;une fleur;un véhicule
42171;Toutes les tulipes sont des fleurs. Mia a rencontré une tulipe. C'est donc…;une fleur;un animal;un légume;un véhicule
42172;Tous les vélos sont des véhicules. Hugo a rencontré un vélo. C'est donc…;un véhicule;un légume;un animal;un instrument de musique
42173;Tous les citrons sont des fruits. Mia a rencontré un citron. C'est donc…;un fruit;une fleur;un véhicule;un légume
42174;Tous les tournesols sont des fleurs. Sacha a rencontré un tournesol. C'est donc…;une fleur;un fruit;un instrument de musique;un véhicule
42175;Tous les chats sont des animaux. Léa a rencontré un chat. C'est donc…;un animal;un instrument de musique;un véhicule;une fleur
42176;Toutes les marguerites sont des fleurs. Nolan a rencontré une marguerite. C'est donc…;une fleur;un véhicule;un animal;un fruit
42177;Toutes les guitares sont des instruments de musique. Emma a rencontré une guitare. C'est donc…;un instrument de musique;un légume;un animal;un véhicule
42178;Toutes les bananes sont des fruits. Nolan a rencontré une banane. C'est donc…;un fruit;un véhicule;une fleur;un légume
42179;Toutes les voitures sont des véhicules. Emma a rencontré une voiture. C'est donc…;un véhicule;un légume;un fruit;un animal
42180;Tous les pianos sont des instruments de musique. Camille a rencontré un piano. C'est donc…;un instrument de musique;une fleur;un animal;un légume
42181;Toutes les motos sont des véhicules. Camille a rencontré une moto. C'est donc…;un véhicule;un animal;une fleur;un instrument de musique
42182;Toutes les flûtes sont des instruments de musique. Léa a rencontré une flûte. C'est donc…;un instrument de musique;un légume;un véhicule;une fleur
42183;Tous les camions sont des véhicules. Nolan a rencontré un camion. C'est donc…;un véhicule;une fleur;un instrument de musique;un légume
42184;Tous les poireaux sont des légumes. Léna a rencontré un poireau. C'est donc…;un légume;une fleur;un véhicule;un instrument de musique
42185;Tous les lions sont des animaux. Nina a rencontré un lion. C'est donc…;un animal;une fleur;un fruit;un véhicule
42186;Tous les chevaux sont des animaux. Enzo a rencontré un cheval. C'est donc…;un animal;un instrument de musique;un légume;un fruit
42187;Tous les renards sont des animaux. Tom a rencontré un renard. C'est donc…;un animal;un véhicule;une fleur;un instrument de musique
42188;Toutes les roses sont des fleurs. Emma a rencontré une rose. C'est donc…;une fleur;un instrument de musique;un animal;un légume
42189;Tous les violons sont des instruments de musique. Hugo a rencontré un violon. C'est donc…;un instrument de musique;un fruit;une fleur;un légume
42190;Toutes les fraises sont des fruits. Léo a rencontré une fraise. C'est donc…;un fruit;un véhicule;un légume;une fleur
42191;Toutes les tomates sont des légumes. Alice a rencontré une tomate. C'est donc…;un légume;un instrument de musique;un véhicule;une fleur
42192;Toutes les courgettes sont des légumes. Léo a rencontré une courgette. C'est donc…;un légume;un instrument de musique;un animal;un fruit
42193;Toutes les carottes sont des légumes. Noah a rencontré une carotte. C'est donc…;un légume;un véhicule;un instrument de musique;une fleur
42194;Tous les lapins sont des animaux. Alice a rencontré un lapin. C'est donc…;un animal;un véhicule;un fruit;une fleur
42195;Tous les chiens sont des animaux. Enzo a rencontré un chien. C'est donc…;un animal;un véhicule;un légume;un instrument de musique
42196;Tous les poissons sont des animaux. Léa a rencontré un poisson. C'est donc…;un animal;une fleur;un instrument de musique;un fruit
42197;Tous les bus sont des véhicules. Tom a rencontré un bus. C'est donc…;un véhicule;une fleur;un fruit;un animal
42198;Tous les oiseaux sont des animaux. Noah a rencontré un oiseau. C'est donc…;un animal;un fruit;une fleur;un véhicule
42199;Toutes les pommes sont des fruits. Sacha a rencontré une pomme. C'est donc…;un fruit;un instrument de musique;un légume;un véhicule
42200;Toutes les oranges sont des fruits. Sacha a rencontré une orange. C'est donc…;un fruit;un véhicule;un légume;un animal
42201;Toutes les tulipes sont des fleurs. Théo a rencontré une tulipe. C'est donc…;une fleur;un animal;un légume;un véhicule
42202;Tous les vélos sont des véhicules. Emma a rencontré un vélo. C'est donc…;un véhicule;une fleur;un animal;un légume
42203;Tous les citrons sont des fruits. Léa a rencontré un citron. C'est donc…;un fruit;une fleur;un animal;un légume
42204;Tous les tournesols sont des fleurs. Tom a rencontré un tournesol. C'est donc…;une fleur;un instrument de musique;un véhicule;un fruit
42205;Tous les chats sont des animaux. Sacha a rencontré un chat. C'est donc…;un animal;un véhicule;une fleur;un instrument de musique
42206;Toutes les marguerites sont des fleurs. Adam a rencontré une marguerite. C'est donc…;une fleur;un fruit;un véhicule;un instrument de musique
42207;Toutes les guitares sont des instruments de musique. Nina a rencontré une guitare. C'est donc…;un instrument de musique;un légume;un animal;un fruit
42208;Toutes les bananes sont des fruits. Tom a rencontré une banane. C'est donc…;un fruit;un animal;un instrument de musique;un véhicule
42209;Toutes les voitures sont des véhicules. Mia a rencontré une voiture. C'est donc…;un véhicule;un instrument de musique;un légume;une fleur
42210;Tous les pianos sont des instruments de musique. Max a rencontré un piano. C'est donc…;un instrument de musique;une fleur;un véhicule;un légume
42211;Toutes les motos sont des véhicules. Léa a rencontré une moto. C'est donc…;un véhicule;une fleur;un légume;un fruit
42212;Toutes les flûtes sont des instruments de musique. Nina a rencontré une flûte. C'est donc…;un instrument de musique;un fruit;un véhicule;un animal
42213;Tous les camions sont des véhicules. Adam a rencontré un camion. C'est donc…;un véhicule;un légume;un instrument de musique;un animal
42214;Tous les poireaux sont des légumes. Hugo a rencontré un poireau. C'est donc…;un légume;un véhicule;un instrument de musique;un fruit
42215;Tous les lions sont des animaux. Emma a rencontré un lion. C'est donc…;un animal;un instrument de musique;un fruit;une fleur
42216;Tous les chevaux sont des animaux. Nolan a rencontré un cheval. C'est donc…;un animal;un légume;un fruit;une fleur
42217;Tous les renards sont des animaux. Zoé a rencontré un renard. C'est donc…;un animal;une fleur;un légume;un fruit
42218;Toutes les roses sont des fleurs. Nolan a rencontré une rose. C'est donc…;une fleur;un animal;un véhicule;un légume
42219;Tous les violons sont des instruments de musique. Mia a rencontré un violon. C'est donc…;un instrument de musique;un légume;une fleur;un animal
42220;Lequel de ces aliments n'est pas un légume ? 🥒 🍊 🥬 🍆;🍊;🥒;🥬;🍆
42221;Lequel de ces aliments n'est pas un fruit ? 🥔 🍉 🍒 🥝;🥔;🍒;🥝;🍉
42222;Lequel de ces aliments n'est pas un fruit ? 🥕 🍉 🍍 🥭;🥕;🍉;🥭;🍍
42223;Lequel de ces aliments n'est pas un légume ? 🥒 🍆 🥔 🍓;🍓;🥒;🍆;🥔
42224;Lequel de ces aliments n'est pas un légume ? 🍌 🥕 🥬 🍆;🍌;🥕;🍆;🥬
42225;Lequel de ces aliments n'est pas un fruit ? 🍓 🍒 🥭 🥒;🥒;🥭;🍓;🍒
42226;Lequel de ces aliments n'est pas un fruit ? 🍆 🍉 🍅 🍑;🍆;🍉;🍑;🍅
42227;Lequel de ces aliments n'est pas un fruit ? 🌽 🍒 🍇 🍍;🌽;🍒;🍍;🍇
42228;Lequel de ces aliments n'est pas un légume ? 🧅 🥔 🍑 🍆;🍑;🥔;🍆;🧅
42229;Lequel de ces aliments n'est pas un légume ? 🥦 🥕 🍎 🥬;🍎;🥦;🥬;🥕
42230;Lequel de ces aliments n'est pas un fruit ? 🧅 🥝 🍐 🍑;🧅;🍑;🍐;🥝
42231;Lequel de ces aliments n'est pas un fruit ? 🍑 🍊 🍒 🥕;🥕;🍑;🍊;🍒
42232;Lequel de ces aliments n'est pas un légume ? 🧅 🍐 🌽 🥬;🍐;🌽;🧅;🥬
42233;Lequel de ces aliments n'est pas un fruit ? 🍑 🥝 🌽 🍓;🌽;🍓;🥝;🍑
42234;Lequel de ces aliments n'est pas un légume ? 🍊 🥦 🌽 🥔;🍊;🥔;🌽;🥦
42235;Lequel de ces aliments n'est pas un légume ? 🧅 🌽 🍐 🥬;🍐;🧅;🥬;🌽
42236;Lequel de ces aliments n'est pas un fruit ? 🥭 🍇 🥒 🍅;🥒;🍇;🍅;🥭
42237;Lequel de ces aliments n'est pas un fruit ? 🍉 🍆 🍊 🍇;🍆;🍉;🍇;🍊
42238;Lequel de ces aliments n'est pas un fruit ? 🌽 🍍 🍑 🍉;🌽;🍉;🍑;🍍
42239;Lequel de ces aliments n'est pas un fruit ? 🥝 🥔 🍊 🥭;🥔;🥭;🍊;🥝
42240;Lequel de ces aliments n'est pas un légume ? 🥬 🥦 🥝 🥒;🥝;🥦;🥬;🥒
42241;Lequel de ces aliments n'est pas un fruit ? 🥭 🍆 🍍 🍓;🍆;🍓;🥭;🍍
42242;Lequel de ces aliments n'est pas un légume ? 🥦 🌽 🍆 🥭;🥭;🥦;🍆;🌽
42243;Lequel de ces aliments n'est pas un fruit ? 🧅 🍓 🥭 🍅;🧅;🥭;🍓;🍅
42244;Lequel de ces aliments n'est pas un légume ? 🥕 🍅 🥔 🥬;🍅;🥔;🥕;🥬
42245;Lequel de ces aliments n'est pas un fruit ? 🍐 🍇 🥦 🍑;🥦;🍐;🍇;🍑
42246;Lequel de ces aliments n'est pas un légume ? 🥒 🥕 🧅 🍒;🍒;🥒;🧅;🥕
42247;Lequel de ces aliments n'est pas un fruit ? 🍌 🌽 🍋 🍐;🌽;🍌;🍋;🍐
42248;Lequel de ces aliments n'est pas un fruit ? 🍓 🍆 🍇 🥝;🍆;🍇;🥝;🍓
42249;Lequel de ces aliments n'est pas un légume ? 🌽 🥬 🧅 🍇;🍇;🌽;🥬;🧅
42250;Lequel de ces aliments n'est pas un légume ? 🍊 🥬 🧅 🥒;🍊;🧅;🥒;🥬
42251;Lequel de ces aliments n'est pas un fruit ? 🍐 🍉 🥭 🥒;🥒;🍐;🍉;🥭
42252;Lequel de ces aliments n'est pas un fruit ? 🍎 🥕 🍋 🥭;🥕;🍋;🥭;🍎
42253;Lequel de ces aliments n'est pas un fruit ? 🥕 🍊 🥭 🍋;🥕;🥭;🍋;🍊
42254;Lequel de ces aliments n'est pas un légume ? 🍇 🥔 🥬 🧅;🍇;🧅;🥬;🥔
42255;Lequel de ces aliments n'est pas un légume ? 🥔 🥒 🍊 🍆;🍊;🍆;🥔;🥒
42256;Lequel de ces aliments n'est pas un légume ? 🍆 🥒 🥦 🍓;🍓;🥦;🥒;🍆
42257;Lequel de ces aliments n'est pas un fruit ? 🍊 🍅 🍇 🥕;🥕;🍅;🍇;🍊
42258;Lequel de ces aliments n'est pas un légume ? 🧅 🥔 🍉 🌽;🍉;🧅;🌽;🥔
42259;Lequel de ces aliments n'est pas un légume ? 🧅 🥒 🥦 🍐;🍐;🧅;🥦;🥒
42260;Quelle lettre vient après ? D, H, L, P, …;T;S;U;P
42261;Quelle lettre vient après ? R, T, V, X, …;Z;Y;X;A
42262;Quelle lettre vient après ? G, K, O, S, …;W;V;X;S
42263;Quelle lettre vient après ? I, K, M, O, …;Q;P;R;O
42264;Quelle lettre vient après ? F, J, N, R, …;V;U;W;R
42265;Quelle lettre vient après ? I, J, K, L, …;M;L;N;A
42266;Quelle lettre vient après ? N, Q, T, W, …;Z;Y;W;T
42267;Quelle lettre vient après ? G, H, I, J, …;K;J;L;U
42268;Quelle lettre vient après ? C, F, I, L, …;O;N;P;L
42269;Quelle lettre vient après ? I, M, Q, U, …;Y;X;Z;U
42270;Quelle lettre vient après ? D, G, J, M, …;P;O;Q;M
42271;Quelle lettre vient après ? B, C, D, E, …;F;E;G;N
42272;Quelle lettre vient après ? L, O, R, U, …;X;W;Y;U
42273;Quelle lettre vient après ? H, L, P, T, …;X;W;Y;T
42274;Quelle lettre vient après ? J, M, P, S, …;V;U;W;S
42275;Quelle lettre vient après ? R, S, T, U, …;V;U;W;B
42276;Quelle lettre vient après ? P, Q, R, S, …;T;S;U;B
42277;Quelle lettre vient après ? D, E, F, G, …;H;G;I;Y
42278;Quelle lettre vient après ? O, P, Q, R, …;S;R;T;B
42279;Quelle lettre vient après ? G, I, K, M, …;O;N;P;M
42280;Quelle lettre vient après ? E, G, I, K, …;M;L;N;K
42281;Quelle lettre vient après ? M, O, Q, S, …;U;T;V;S
42282;Quelle lettre vient après ? J, N, R, V, …;Z;Y;V;D
42283;Quelle lettre vient après ? F, I, L, O, …;R;Q;S;O
42284;Quelle lettre vient après ? H, J, L, N, …;P;O;Q;N
42285;Quelle lettre vient après ? S, T, U, V, …;W;V;X;P
42286;Quelle lettre vient après ? J, K, L, M, …;N;M;O;B
42287;Quelle lettre vient après ? C, G, K, O, …;S;R;T;O
42288;Quelle lettre vient après ? B, D, F, H, …;J;I;K;H
42289;Quelle lettre vient après ? I, L, O, R, …;U;T;V;R
42290;Dans une grille de 3 cases sur 3, un objet est en haut à gauche. On le déplace de 2 cases vers la droite. Où est-il maintenant ?;en haut à droite;au milieu à gauche;en bas à gauche;en bas à droite
42291;Dans une grille de 3 cases sur 3, un objet est en bas au centre. On le déplace de 2 cases vers le haut. Où est-il maintenant ?;en haut au centre;en bas au centre;en bas à gauche;au milieu à gauche
42292;Dans une grille de 3 cases sur 3, un objet est en bas au centre. On le déplace de 1 case vers la droite. Où est-il maintenant ?;en bas à droite;au centre;en bas au centre;en haut au centre
42293;Dans une grille de 3 cases sur 3, un objet est en haut à droite. On le déplace de 2 cases vers le bas. Où est-il maintenant ?;en bas à droite;en bas à gauche;en haut à gauche;en bas au centre
42294;Dans une grille de 3 cases sur 3, un objet est en bas à gauche. On le déplace de 2 cases vers la droite. Où est-il maintenant ?;en bas à droite;en haut à droite;en bas à gauche;au milieu à droite
