id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
27012;question;Que veut dire 'stratégique' à propos de l'emplacement choisi par Léa pour son château ?;choisi avec réflexion pour répondre à un objectif précis;choisi totalement au hasard sans réflexion;imposé par ses parents sans discussion;impossible à atteindre facilement;27000;V
27013;question;Pourquoi Léa choisit-elle un emplacement ni trop près ni trop loin du rivage ?;elle cherche un compromis entre facilite de construction et durée de vie du château face à la marée;elle suit simplement les indications de son petit frère;c'est le seul endroit encore libre sur la plage ce jour-là;ses parents lui imposent cet emplacement précis;27000;I
27014;question;Pourquoi le petit frère de Léa participe-t-il activement au projet en transportant de l'eau ?;il souhaite contribuer avec enthousiasme au projet de sa grande soeur;sa maman l'oblige à aider Léa contre son gré;il n'a rien d'autre à faire de sa journée à la plage;Léa le menace de ne plus jouer avec lui sinon;27000;I
27015;question;Pourquoi certains enfants proposent-ils spontanément leur aide à Léa pour son château ?;ils sont impressionnés par l'ampleur de la réalisation et souhaitent y participer;ils veulent en réalité s'approprier le projet de Léa;leurs parents les y encouragent fermement;ils s'ennuient et n'ont rien d'autre à faire sur la plage;27000;I
27016;question;Que peut-on déduire du caractère de Léa face à la destruction inévitable de son château par la marée ?;elle fait preuve de resilience et sait transformer une déception en projet futur;elle abandonne définitivement toute construction de châteaux de sable;elle se met durablement en colère contre les éléments naturels;elle refuse catégoriquement d'accepter que son château disparaisse;27000;I
27017;question;Pourquoi Léa prend-elle soin de photographier son château avant sa disparition ?;elle souhaite conserver une trace durable de cette création temporaire;ses parents le lui demandent expressément pour des raisons pratiques;elle envisage de vendre cette photographie à d'autres vacanciers;elle ne reverra plus jamais cette plage de sa vie;27000;I
27018;question;Que peut-on déduire de la relation entre Léa et son petit frère à travers ce projet commun ?;ils coopèrent avec plaisir sur un projet partage malgré leur différence d'âge;ils se disputent constamment pour la direction du projet;le petit frère se montre totalement indifférent au projet de sa soeur;Léa refuse catégoriquement toute aide venant de son frère;27000;I
27019;question;Que peut-on déduire du plaisir que Léa retire de cette activité malgré la destruction finale et programmée du château ?;le plaisir du processus créatif compte davantage à ses yeux que la durée de vie de l'oeuvre;Léa regrette profondément d'avoir investi autant de temps dans ce projet;elle ne recommencera plus jamais ce type d'activité à l'avenir;elle est dégoûtée durablement de la plage à cause de cet épisode;27000;I
27020;question;Que peut-on déduire de l'attitude générale de Léa face aux contraintes naturelles rencontrées durant cette activité ?;elle sait s'adapter avec ingéniosité aux limites imposées par son environnement;elle ignore complètement les contraintes liées à la marée;elle considère la marée comme un simple obstacle à éviter définitivement;elle préfère désormais éviter toute activité liée au sable;27000;I
27021;passage;Hugo part avec toute sa classe passer une journée à la ferme pédagogique située non loin de son école. Cette sortie est organisée chaque année pour tous les élèves de CM2. Dès l'arrivée, le fermier accueille chaleureusement les enfants. Il leur présente ensuite les différents animaux qui vivent dans la ferme. Hugo est particulièrement impatient de découvrir les chèvres naines. La première activité proposée consiste à nourrir les poules avec du grain. Le fermier explique comment jeter les grains doucement pour ne pas effrayer les volailles agitées. Hugo suit attentivement ses conseils. Ensuite, le groupe se rend à l'étable où plusieurs vaches attendent d'être traites. Le fermier explique le fonctionnement de la traite mécanique moderne, tout en laissant les enfants toucher le pis d'une vache très calme. Hugo découvre alors que le lait qu'il boit chaque matin provient directement de ces animaux. Cette information le surprend énormément, car il n'y avait jamais vraiment réfléchi auparavant durant toute sa scolarité. L'après-midi, les élèves participent à un atelier de fabrication de fromage, encadres par la femme du fermier. Hugo malaxe soigneusement la pâte blanche avant de la déposer avec soin dans un petit moule en osier. Le fermier explique alors les différentes étapes nécessaires à la transformation du lait en fromage. Hugo apprend notamment le rôle essentiel joue par la présure dans ce long processus de fabrication traditionnelle. Avant de repartir, chaque enfant reçoit un petit sachet de graines à planter chez lui, accompagné d'une fiche explicative détaillant les étapes de leur croissance. Hugo est ravi de continuer l'expérience à la maison. Dans le bus du retour, Hugo raconte avec enthousiasme sa journée à son voisin de siège, reste malade chez lui. Il lui promet de lui montrer ses graines dès qu'elles commenceront à pousser dans son jardin. De retour chez lui, Hugo installe immédiatement son petit pot de graines près de la fenêtre de sa chambre. Il espère secrètement pouvoir suivre chaque étape de cette croissance avec autant de curiosité que celle observée à la ferme.;;;;;;
27022;question;Où Hugo part-il avec sa classe ?;à la ferme pédagogique;au musée régional;à la piscine municipale;au zoo de sa ville;27021;L
27023;question;Quelle est la première activité proposée aux élèves ?;nourrir les poules avec du grain;traire les vaches directement;fabriquer du fromage artisanal;planter des graines de légumes;27021;L
27024;question;Que découvre Hugo à propos du lait qu'il consomme chaque matin ?;il provient directement des vaches de la ferme;il est fabriqué entièrement en usine;il vient d'un pays étranger;il n'y à pas de vaches à cette ferme;27021;L
27025;question;Que fait Hugo pendant l'atelier de l'après-midi ?;il malaxe la pâte à fromage;il peint un tableau;il coud un vêtement;il construit un meuble en bois;27021;L
27026;question;Que joue un rôle essentiel dans la fabrication du fromage selon le fermier ?;la présure;uniquement le sel;le sucre ajoute;la farine de blé;27021;L
27027;question;Que reçoit chaque enfant avant de repartir de la ferme ?;un sachet de graines à planter;un petit fromage à emporter;un dessin d'animal encadre;une photo souvenir de groupe;27021;L
27028;question;Que veut dire 'pédagogique' à propos de la ferme visitée par Hugo ?;conçue spécialement pour permettre d'apprendre;réservée exclusivement aux adultes;abandonnée depuis de nombreuses années;interdite d'accès aux visiteurs extérieurs;27021;V
27029;question;Que veut dire 'malaxe' à propos du geste d'Hugo avec la pâte à fromage ?;pétrit et mélange soigneusement avec les mains;regarde attentivement sans jamais y toucher;jette immédiatement à la poubelle;congelé rapidement au réfrigérateur;27021;V
27030;question;Que veut dire 'agitées' à propos des volailles nourries par Hugo ?;excitées et en mouvement constant;totalement immobiles et endormies;parfaitement silencieuses et calmes;malades et affaiblies visiblement;27021;V
27031;question;Que veut dire 'présure' dans le contexte de la fabrication du fromage ?;une substance qui permet de faire cailler le lait;un type particulier de moule à fromage;un instrument servant à traire les vaches;un ingrédient décoratif ajoute à la fin;27021;V
27032;question;Que veut dire 'encadres' à propos des élèves pendant l'atelier fromage ?;accompagnes et guidés par un adulte compétent;laisses entièrement seuls sans surveillance;empêchés formellement de participer;punis pour leur comportement passe;27021;V
27033;question;Que veut dire 'malaxe' associe à 'soigneusement' concernant la manière dont Hugo travaille la pâte ?;avec beaucoup d'attention et de précision;de façon très rapide et négligée;en suivant un ordre strict impose;sans aucune méthode particulière;27021;V
27034;question;Pourquoi Hugo est-il surpris d'apprendre l'origine réelle du lait qu'il boit chaque matin ?;il n'avait jamais réfléchi auparavant à la provenance concrète de cet aliment quotidien;il pensait sincèrement que le lait venait uniquement d'un magasin;le fermier lui à menti sur ce sujet auparavant;il n'aime pas particulièrement le goût du lait;27021;I
27035;question;Pourquoi le fermier laisse-t-il les enfants toucher le pis d'une vache particulièrement calme ?;il souhaite leur offrir une expérience concrète et rassurante avec un animal facile à approcher;il n'a aucune autre vache disponible ce jour-là;les enfants l'exigent avec insistance dès leur arrivée;cette vache précise est malade et doit être surveillée;27021;I
27036;question;Pourquoi le fermier détaille-t-il les différentes étapes de fabrication du fromage aux enfants ?;il souhaite leur transmettre une compréhension complète de ce processus artisanal traditionnel;il improvise cette explication faute d'autre activité prévue;les parents des élèves l'exigent par contrat;c'est une obligation administrative imposée par l'école;27021;I
27037;question;Qu'est-ce qui montre que Hugo à particulièrement appreci cette sortie scolaire à la ferme ?;il en parle avec enthousiasme dans le bus et continue l'expérience chez lui;il s'endort avant même la fin de la visite guidée;il se plaint constamment durant toute la journée passée;il refuse catégoriquement de planter ses graines à la maison;27021;I
27038;question;Pourquoi Hugo installe-t-il son pot de graines près de la fenêtre de sa chambre en rentrant ?;il souhaite pouvoir suivre attentivement chaque étape de la croissance de sa plante;sa maman le lui impose sans lui donner d'explication;c'est le seul endroit disponible dans toute la maison;il a oublié ce pot dans un coin de sa chambre;27021;I
27039;question;Que peut-on déduire de l'objectif général poursuivi par cette sortie scolaire annuelle à la ferme ?;elle vise à faire découvrir concrètement aux élèves l'origine des aliments du quotidien;elle sert uniquement à occuper une journée de classe sans réel objectif;elle est organisée uniquement pour récompenser certains élèves précis;elle n'entretient aucun lien avec le programme scolaire habituel;27021;I
27040;question;Que peut-on déduire du rôle joue par la femme du fermier durant cet atelier fromage ?;elle transmet avec patience un savoir-faire artisanal précieux aux jeunes élèves;elle se contente de surveiller passivement sans jamais intervenir;elle n'apprécie manifestement pas la présence de ces enfants;elle remplace simplement son mari fermier ce jour-là;27021;I
27041;question;Que peut-on déduire de l'évolution du rapport d'Hugo à l'alimentation après cette sortie scolaire ?;il développe une conscience nouvelle et durable de l'origine concrète des produits qu'il consomme;cette sortie n'a finalement aucun effet particulier sur ses habitudes;il refuse désormais catégoriquement de boire du lait;il oublie complètement cette expérience dès le lendemain de la sortie;27021;I
27042;passage;Nora part en randonnée en montagne avec ses parents pendant les vacances d'été. La famille séjourne dans un petit village niche au pied des sommets. C'est la première fois que Nora tente une randonnée aussi longue. Dès le départ, le sentier grimpe fortement à travers une forêt de sapins odorants. Nora respire à pleins poumons cet air frais, qui contraste nettement avec la chaleur écrasante régnant dans la vallée en contrebas. Après une heure de marche, la famille fait une première pause près d'un torrent. L'eau glacée dévale bruyamment entre les rochers polis. Nora y trempe ses pieds fatigués avec un grand plaisir évident. Le sentier devient ensuite plus rocailleux et plus raide. Nora doit s'aider de ses mains à certains passages difficiles. Son papa la guide patiemment en lui indiquant les meilleurs appuis pour avancer sans risque. Vers midi, ils atteignent enfin un magnifique plateau herbeux. Quelques vaches y paissent tranquillement, portant de grosses cloches sonores. Le tintement régulier des cloches accompagne agréablement leur pique-nique improvise. Nora observe avec fascination un aigle qui tournoie très haut dans le ciel bleu, au-dessus des pics rocheux environnants. Son papa lui explique que ce rapace chasse habituellement en survolant ainsi la montagne. La descente s'avère presque aussi fatigante que la montée. Il faut freiner constamment sur le sentier en pente raide. Les genoux de Nora commencent d'ailleurs à la faire souffrir légèrement vers la toute fin. De retour au village en fin de journée, Nora se sent épuisée mais extrêmement fière d'avoir terminé cette randonnée particulièrement exigeante pour une première expérience de ce type. Elle affiche fièrement une photo du sommet atteint sur son téléphone, la montrant à tous ses cousins restes en ville. Elle raconte chaque étape du parcours avec une précision surprenante. Le soir, avant de s'endormir, Nora demande déjà à ses parents s'ils pourront refaire une randonnée similaire l'année prochaine, espérant secrètement pouvoir grimper encore plus haut la prochaine fois.;;;;;;
27043;question;Où Nora part-elle en randonnée avec ses parents ?;en montagne;à la mer;en forêt plate;à la campagne;27042;L
27044;question;Où la famille fait-elle sa première pause de la randonnée ?;près d'un torrent;au sommet de la montagne;dans un village voisin;dans une grotte naturelle;27042;L
27045;question;Que trouvent-ils sur le plateau herbeux vers midi ?;des vaches portant des cloches;un lac de montagne;un refuge abandonne;un autre groupe de randonneurs;27042;L
27046;question;Que fait l'aigle observé par Nora dans le ciel ?;il tournoie très haut au-dessus des pics;il se pose près du groupe;il attaque les vaches du troupeau;il reste pose sur un rocher;27042;L
27047;question;Comment Nora se sent-elle en revenant au village le soir ?;épuisée mais très fière;totalement reposée et détendue;déçue de sa randonnée;malade et fiévreuse;27042;L
27048;question;Que demande Nora à ses parents avant de s'endormir ?;s'ils pourront refaire une randonnée l'année suivante;de rentrer immédiatement en ville;de ne plus jamais faire de randonnée;d'acheter un nouvel équipement de marche;27042;L
27049;question;Que veut dire 'dévale' à propos de l'eau du torrent observée par Nora ?;descend rapidement et avec une certaine force;reste totalement immobile sur place;remonte lentement vers sa source;s'évapore progressivement au soleil;27042;V
27050;question;Que veut dire 'paissent' à propos des vaches présentes sur le plateau ?;mangent tranquillement de l'herbe;dorment profondément sur place;courent rapidement dans tous les sens;boivent longuement dans le torrent;27042;V
27051;question;Que veut dire 'exigeante' à propos de la randonnée accomplie par Nora ?;qui demande beaucoup d'efforts physiques;très facile à réaliser sans effort;de très courte durée seulement;sans aucun intérêt particulier;27042;V
27052;question;Que veut dire 'environnants' à propos des pics rocheux observés depuis le plateau ?;qui se trouvent tout autour de cet endroit;situes très loin de la région;invisibles depuis le plateau atteint;recouverts entièrement de forêt dense;27042;V
27053;question;Que veut dire 'rapace' pour designer l'aigle observé par Nora ?;un oiseau chasseur qui se nourrit d'autres animaux;un oiseau qui ne mange que des graines;un animal qui ne vole jamais;un poisson vivant en eau douce;27042;V
27054;question;Que veut dire 'niche' à propos du village situe au pied des sommets ?;installé et comme protégé dans un lieu précis;construit très récemment par des habitants;abandonne depuis de nombreuses années;visible depuis très loin dans la vallée;27042;V
27055;question;Pourquoi Nora respire-t-elle à pleins poumons dès le début de la randonnée en montagne ?;elle apprécie particulièrement l'air frais après la chaleur écrasante de la vallée;elle est déjà essoufflée par l'effort fourni;elle a peur de la hauteur atteinte;elle imite simplement le comportement de son papa;27042;I
27056;question;Pourquoi le papa de Nora la guide-t-il attentivement sur les passages les plus rocailleux ?;il souhaite l'aider à avancer en toute sécurité sur un terrain particulièrement difficile;Nora refuse catégoriquement d'avancer seule sur ce terrain;le sentier est officiellement interdit sans accompagnateur;il cherche simplement à ralentir le rythme de la marche;27042;I
27057;question;Qu'est-ce qui montre que la phase de descente s'avère difficile pour Nora ?;ses genoux commencent à la faire souffrir légèrement vers la fin du parcours;elle court tout le long du chemin sans ressentir aucune fatigué;elle demande explicitement à faire demi-tour en cours de route;elle s'arrête complètement de marcher à mi-parcours;27042;I
27058;question;Pourquoi Nora montre-t-elle fièrement une photo du sommet à ses cousins restes en ville ?;elle est fière d'avoir réussi cette randonnée exigeante pour une première expérience;elle veut simplement montrer son nouveau téléphone récemment achète;sa maman le lui demande explicitement de le faire;elle a oublié de prendre d'autres photos durant la journée;27042;I
27059;question;Que peut-on déduire de l'évolution de Nora tout au long de cette randonnée en montagne ?;elle dépasse progressivement ses limites physiques et gagne en confiance personnelle;elle regrette globalement d'avoir accepté de commencer cette randonnée;elle n'apprend finalement rien de cette expérience vécue;elle préfère désormais rester uniquement dans la vallée;27042;I
27060;question;Que peut-on déduire du rôle joue par le papa de Nora tout au long de cette sortie en montagne ?;il accompagne et rassure sa fille tout en partageant généreusement ses connaissances;il laisse Nora se débrouiller entièrement seule face aux difficultés;il critique régulièrement les efforts fournis par sa fille;il ne s'intéresse qu'à son propre rythme de marche personnel;27042;I
27061;question;Pourquoi Nora souhaite-t-elle déjà refaire une randonnée similaire l'année suivante ?;elle a retiré une grande fierté et un véritable plaisir de cette première expérience réussie;ses parents l'obligent à formuler cette demande explicite;elle n'a en réalité rien d'autre à proposer pour l'année suivante;elle espère simplement obtenir un nouveau téléphone en récompense;27042;I
27062;question;Que peut-on déduire de l'ambition exprimée par Nora de grimper encore plus haut la prochaine fois ?;cette première réussite nourrit chez elle une envie croissante de nouveaux défis physiques;elle n'a en réalité aucune envie réelle de recommencer une randonnée;elle cherche uniquement à impressionner ses cousins restes en ville;elle regrette d'avoir choisi un parcours aussi difficile cette fois-ci;27042;I
27063;passage;Tom se rend à la fête foraine installée sur la grande place de sa ville, comme chaque année au début du printemps. Il a économisé son argent de poche pendant plusieurs semaines pour cette occasion attendue. Dès l'entrée, une foule de lumières colorées et de musiques entraînantes accueille Tom et ses amis. L'odeur sucrée des barbes à papa flotte agréablement dans tout le quartier environnant la place. Sa première attraction est un grand huit vertigineux, dont les rails argentés brillent sous le soleil de l'après-midi. Tom hésite un peu avant de monter, impressionné par la hauteur impressionnante des rails. Une fois le tour termine, Tom retrouve ses jambes tremblantes mais affiche un sourire immense sur son visage. Ses amis le félicitent chaleureusement pour son courage, car c'était sa toute première fois sur cette attraction. Ensuite, le groupe se dirige vers un stand de tir où Tom tente sa chance pour gagner une peluche convoitée. Après plusieurs essais infructueux, il finit par toucher la cible et repart fièrement avec un petit ours en peluche. L'après-midi se poursuit avec un tour de grande roue, depuis laquelle Tom peut admirer toute la ville s'étendant à perte de vue tout autour de lui. Il repère même au loin le clocher de son école. Avant de repartir, Tom et ses amis partagent une énorme barbe à papa rose, assis sur un banc près du manège enfantin. Ils discutent en riant de toutes les attractions essayées durant cette journée mémorable. Sur le chemin du retour, Tom repense à toutes les étapes de sa journée. Il se souvient particulièrement de la sensation ressentie lors de sa première descente sur le grand huit, un mélange de peur et d'excitation intense. En rentrant chez lui le soir, Tom raconte sa journée à ses parents avec des yeux brillants d'excitation. Il place déjà la peluche gagnée bien en vue sur son étagère, juste à côté de ses autres trésors précieux. Le lendemain matin, Tom montre fièrement sa peluche à tous ses camarades de classe. Il leur promet de les emmener avec lui à la prochaine fête foraine, espérant partager cette même expérience inoubliable.;;;;;;
27064;question;Où se trouve la fête foraine visitée par Tom ?;sur la grande place de sa ville;au bord de la mer;dans un parc d'attractions permanent;à la campagne voisine;27063;L
27065;question;Quelle est la première attraction essayée par Tom ?;un grand huit;une grande roue;un stand de tir;un manège pour enfants;27063;L
27066;question;Que tente Tom au stand de tir de la fête foraine ?;gagner une peluche convoitée;gagner de l'argent liquide;gagner un jeu vidéo récent;gagner un ticket d'entrée gratuit;27063;L
27067;question;Que peut voir Tom depuis la grande roue de la fête foraine ?;toute la ville, y compris le clocher de son école;uniquement le ciel dégage;la mer au loin visible;rien du tout, car il fait déjà nuit;27063;L
27068;question;Que font Tom et ses amis avant de repartir de la fête foraine ?;ils partagent une barbe à papa;ils remontent sur le grand huit;ils rentrent immédiatement chacun chez eux;ils achètent d'autres peluches supplémentaires;27063;L
27069;question;Que fait Tom le lendemain matin avec sa peluche gagnée ?;il la montre fièrement à ses camarades de classe;il la donne à un autre enfant;il la range définitivement dans un placard;il la perd sur le chemin de l'école;27063;L
27070;question;Que veut dire 'vertigineux' à propos du grand huit essaye par Tom ?;qui donne une impression forte de hauteur ou de vitesse;totalement plat et sans aucun danger;très lent et particulièrement paisible;réserve exclusivement aux tout-petits enfants;27063;V
27071;question;Que veut dire 'infructueux' à propos des premiers essais de Tom au stand de tir ?;qui n'aboutissent finalement à aucun résultat positif;qui réussissent immédiatement dès le premier coup;qui sont formellement interdits par le forain;qui coûtent particulièrement cher à réaliser;27063;V
27072;question;Que veut dire 'entraînantes' à propos des musiques diffusées à la fête foraine ?;qui donnent envie de bouger ou de danser;très tristes et particulièrement lentes;totalement silencieuses et discrètes;effrayantes pour les jeunes enfants présents;27063;V
27073;question;Que veut dire 's'étendant à perte de vue' à propos de la ville observée depuis la grande roue ?;qui s'étale sur une très grande distance visible;qui est totalement invisible depuis cette hauteur;qui est extrêmement petite en réalité;qui est entièrement cachée par des nuages;27063;V
27074;question;Que veut dire 'convoitée' à propos de la peluche visée par Tom au stand de tir ?;vivement désirée et attendue par Tom;totalement indifférente aux yeux de Tom;détestée d'avance par le jeune garçon;oubliée rapidement une fois obtenue;27063;V
27075;question;Que veut dire 'économise' à propos de la manière dont Tom à réuni son argent de poche ?;mis de côté petit à petit sans le dépenser;dépensé immédiatement dès sa réception;perdu accidentellement durant la semaine;emprunté à un ami de sa classe;27063;V
27076;question;Pourquoi Tom hésite-t-il avant de monter dans le grand huit pour la première fois ?;la hauteur impressionnante des rails argentés l'impressionne fortement au premier regard;il n'a en réalité pas assez d'argent pour y monter;ses amis lui interdisent formellement d'y monter;l'attraction est temporairement fermée pour maintenance;27063;I
27077;question;Pourquoi les amis de Tom le félicitent-ils chaleureusement après sa descente en grand huit ?;c'était sa toute première fois et il a surmonté courageusement son hésitation initiale;il a remporté un concours organisé sur place;il a généreusement payé l'entrée pour tout le groupe;il a habilement réussi à éviter cette attraction;27063;I
27078;question;Qu'est-ce qui montre que Tom persévère face à une difficulté rencontrée au stand de tir ?;il continue à essayer malgré plusieurs échecs successifs avant de finalement réussir;il abandonne immédiatement dès le tout premier échec rencontre;il demande à un ami de tirer entièrement à sa place;il se dispute ouvertement avec le forain présent;27063;I
27079;question;Pourquoi Tom place-t-il sa peluche gagnée bien en vue sur son étagère personnelle ?;elle représente pour lui un souvenir précieux de sa réussite ce jour-là;il n'a tout simplement nulle part ailleurs pour la ranger;sa maman le lui impose sans raison particulière;il souhaite s'en débarrasser au plus vite possible;27063;I
27080;question;Que peut-on déduire de l'importance de cette sortie annuelle à la fête foraine pour Tom ?;c'est un moment attendu et particulièrement marquant chaque année pour lui;c'est une sortie sans grand intérêt particulier pour lui;il préférerait nettement ne jamais y retourner;cette sortie ne compte finalement pas beaucoup pour lui;27063;I
27081;question;Que peut-on déduire du rôle joue par les amis de Tom tout au long de cette journée à la fête foraine ?;ils partagent avec lui des moments sincères de complicité et d'encouragement mutuel;ils se moquent constamment de ses hésitations et de ses échecs;ils ne s'intéressent absolument pas à ses réussites personnelles;ils préfèrent nettement rester à l'écart de Tom durant la journée;27063;I
27082;question;Pourquoi Tom repense-t-il particulièrement à la sensation ressentie sur le grand huit durant le trajet du retour ?;cette expérience intense a marqué profondément son ressenti émotionnel de la journée;il a totalement oublié le reste des attractions essayées ce jour-là;ses parents lui posent dès questions insistantes à ce sujet précis;il regrette finalement d'avoir essayé cette attraction particulière;27063;I
27083;question;Que peut-on déduire du souhait de Tom d'emmener ses camarades à la prochaine fête foraine ?;il souhaite sincèrement partager avec eux le plaisir intense qu'il a lui-même ressenti;il cherche uniquement à se vanter auprès de ses camarades de classe;ses parents l'obligent à formuler cette proposition précise;il n'a en réalité aucune envie réelle d'y retourner un jour;27063;I
27084;passage;Alice prend le train pour la toute première fois de sa vie, afin de rendre visite à sa tante qui habite dans une autre région assez éloignée. Sa maman l'accompagne durant tout ce long trajet. Sur le quai de la gare, Alice observe avec fascination les énormes trains qui arrivent et repartent dans un grondement impressionnant. Elle serre bien fort la main de sa maman, un peu impressionnée par l'agitation ambiante. Une fois installée dans son siège près de la fenêtre, Alice ressent une légère secousse au moment où le train s'ébranle lentement hors de la gare. Le paysage commence alors à défiler doucement devant ses yeux émerveillés. Peu à peu, le train prend de la vitesse. Les champs, les villages et les rivières se succèdent à un rythme de plus en plus rapide sous les yeux attentifs d'Alice, collée contre la vitre du wagon. Au bout d'une heure, un contrôleur passe vérifier les billets des voyageurs, saluant poliment chaque passager croise. Alice présente fièrement son billet, qu'elle tenait absolument à garder elle-même durant tout le trajet. Vers midi, Alice et sa maman se rendent au wagon-restaurant pour déjeuner ensemble. Alice trouve amusant de manger alors que le paysage continue de défiler à toute vitesse juste derrière la vitre du wagon. En traversant un long tunnel, la nuit tombe brusquement dans le wagon. Ce phénomène surprend un peu Alice avant qu'elle n'en comprenne la raison exacte grâce aux explications amusées de sa maman. Après près de trois heures de trajet, le train ralentit enfin en approchant de la gare d'arrivée. Alice aperçoit sa tante sur le quai, qui lui fait de grands signes joyeux depuis l'extérieur du train. Descendant du train avec sa valise, Alice se jette immédiatement dans les bras de sa tante, impatiente de lui raconter chaque détail de ce premier voyage en train qui l'a tant marquée. Le soir venu, installée dans la chambre d'amis prévue pour elle, Alice repense encore avec émerveillement à cette journée particulière, espérant déjà pouvoir reprendre bientôt le train pour un nouveau voyage.;;;;;;
27085;question;Pourquoi Alice prend-elle le train pour ce voyage ?;pour rendre visite à sa tante dans une autre région;pour un simple voyage scolaire organisé;pour rentrer de vacances passées à l'étranger;pour participer à une compétition sportive;27084;L
27086;question;Que fait Alice sur le quai en attendant le départ du train ?;elle observe les trains avec fascination;elle lit tranquillement un livre;elle dort paisiblement sur un banc;elle joue avec d'autres enfants présents;27084;L
27087;question;Qui passe vérifier les billets pendant le trajet en train ?;un contrôleur;le conducteur du train lui-même;un agent de police présent;personne ne vérifie les billets;27084;L
27088;question;Où Alice et sa maman déjeunent-elles durant ce long voyage ?;au wagon-restaurant;directement dans leur siège;elles ne déjeunent pas du tout;sur le quai d'une gare intermédiaire;27084;L
27089;question;Que se passe-t-il en traversant un long tunnel durant le trajet ?;la nuit tombe brusquement dans le wagon;le train s'arrête complètement sur place;le train fait un bruit très inhabituel;les lumières s'éteignent partout dans la gare;27084;L
27090;question;Qui attend Alice sur le quai à son arrivée ?;sa tante;son papa reste à la maison;personne ne l'attend à la gare;un ami de sa tante uniquement;27084;L
27091;question;Que veut dire 'grondement' à propos du bruit des trains perçu par Alice ?;un bruit sourd et particulièrement puissant;un silence total et absolu;un bruit très aigu et discret;une musique douce et agréable;27084;V
